Thread,CreationDate,QuestionCount,Post
chemistry,2021-12-13,50,0
chemistry,2021-12-20,40,0
chemistry,2021-12-27,39,0
chemistry,2022-01-03,45,0
chemistry,2022-01-10,54,0
chemistry,2022-01-17,51,0
chemistry,2022-01-24,48,0
chemistry,2022-01-31,46,0
chemistry,2022-02-07,46,0
chemistry,2022-02-14,56,0
chemistry,2022-02-21,57,0
chemistry,2022-02-28,31,0
chemistry,2022-03-07,42,0
chemistry,2022-03-14,39,0
chemistry,2022-03-21,48,0
chemistry,2022-03-28,55,0
chemistry,2022-04-04,44,0
chemistry,2022-04-11,38,0
chemistry,2022-04-18,39,0
chemistry,2022-04-25,39,0
chemistry,2022-05-02,50,0
chemistry,2022-05-09,36,0
chemistry,2022-05-16,38,0
chemistry,2022-05-23,42,0
chemistry,2022-05-30,46,0
chemistry,2022-06-06,35,0
chemistry,2022-06-13,45,0
chemistry,2022-06-20,38,0
chemistry,2022-06-27,24,0
chemistry,2022-07-04,38,0
chemistry,2022-07-11,34,0
chemistry,2022-07-18,41,0
chemistry,2022-07-25,30,0
chemistry,2022-08-01,36,0
chemistry,2022-08-08,49,0
chemistry,2022-08-15,51,0
chemistry,2022-08-22,46,0
chemistry,2022-08-29,50,0
chemistry,2022-09-05,38,0
chemistry,2022-09-12,50,0
chemistry,2022-09-19,42,0
chemistry,2022-09-26,40,0
chemistry,2022-10-03,45,0
chemistry,2022-10-10,47,0
chemistry,2022-10-17,30,0
chemistry,2022-10-24,44,0
chemistry,2022-10-31,51,0
chemistry,2022-11-07,43,0
chemistry,2022-11-14,52,0
chemistry,2022-11-21,51,0
chemistry,2022-11-28,36,0
chemistry,2022-12-05,43,1
chemistry,2022-12-12,41,1
chemistry,2022-12-19,27,1
chemistry,2022-12-26,43,1
chemistry,2023-01-02,38,1
chemistry,2023-01-09,37,1
chemistry,2023-01-16,50,1
chemistry,2023-01-23,39,1
chemistry,2023-01-30,39,1
chemistry,2023-02-06,47,1
chemistry,2023-02-13,44,1
chemistry,2023-02-20,54,1
chemistry,2023-02-27,48,1
chemistry,2023-03-06,50,1
chemistry,2023-03-13,30,1
chemistry,2023-03-20,39,1
chemistry,2023-03-27,24,1
chemistry,2023-04-03,38,1
chemistry,2023-04-10,39,1
chemistry,2023-04-17,31,1
chemistry,2023-04-24,40,1
chemistry,2023-05-01,51,1
chemistry,2023-05-08,42,1
chemistry,2023-05-15,54,1
chemistry,2023-05-22,39,1
chemistry,2023-05-29,39,1
chemistry,2023-06-05,38,1
chemistry,2023-06-12,35,1
chemistry,2023-06-19,31,1
chemistry,2023-06-26,31,1
chemistry,2023-07-03,35,1
chemistry,2023-07-10,36,1
chemistry,2023-07-17,24,1
chemistry,2023-07-24,35,1
chemistry,2023-07-31,40,1
chemistry,2023-08-07,37,1
chemistry,2023-08-14,32,1
chemistry,2023-08-21,36,1
chemistry,2023-08-28,46,1
chemistry,2023-09-04,50,1
chemistry,2023-09-11,45,1
chemistry,2023-09-18,31,1
chemistry,2023-09-25,45,1
chemistry,2023-10-02,44,1
chemistry,2023-10-09,39,1
chemistry,2023-10-16,46,1
chemistry,2023-10-23,34,1
chemistry,2023-10-30,49,1
chemistry,2023-11-06,31,1
chemistry,2023-11-13,41,1
chemistry,2023-11-20,50,1
chemistry,2023-11-27,54,1
chemistry,2023-12-04,36,1
chemistry,2023-12-11,44,1
chemistry,2023-12-18,33,1
chemistry,2023-12-25,25,1
chemistry,2024-01-01,37,1
chemistry,2024-01-08,43,1
chemistry,2024-01-15,35,1
chemistry,2024-01-22,43,1
chemistry,2024-01-29,35,1
chemistry,2024-02-05,52,1
chemistry,2024-02-12,53,1
chemistry,2024-02-19,37,1
chemistry,2024-02-26,50,1
chemistry,2024-03-04,32,1
chemistry,2024-03-11,39,1
chemistry,2024-03-18,48,1
chemistry,2024-03-25,60,1
chemistry,2024-04-01,60,1
christianity,2021-01-11,9,0
christianity,2021-01-18,19,0
christianity,2021-01-25,14,0
christianity,2021-02-01,15,0
christianity,2021-02-08,24,0
christianity,2021-02-15,34,0
christianity,2021-02-22,26,0
christianity,2021-03-01,29,0
christianity,2021-03-08,29,0
christianity,2021-03-15,19,0
christianity,2021-03-22,29,0
christianity,2021-03-29,28,0
christianity,2021-04-05,33,0
christianity,2021-04-12,24,0
christianity,2021-04-19,29,0
christianity,2021-04-26,21,0
christianity,2021-05-03,24,0
christianity,2021-05-10,27,0
christianity,2021-05-17,18,0
christianity,2021-05-24,20,0
christianity,2021-05-31,22,0
christianity,2021-06-07,15,0
christianity,2021-06-14,22,0
christianity,2021-06-21,21,0
christianity,2021-06-28,25,0
christianity,2021-07-05,22,0
christianity,2021-07-12,27,0
christianity,2021-07-19,27,0
christianity,2021-07-26,30,0
christianity,2021-08-02,27,0
christianity,2021-08-09,30,0
christianity,2021-08-16,20,0
christianity,2021-08-23,33,0
christianity,2021-08-30,25,0
christianity,2021-09-06,43,0
christianity,2021-09-13,31,0
christianity,2021-09-20,20,0
christianity,2021-09-27,26,0
christianity,2021-10-04,22,0
christianity,2021-10-11,23,0
christianity,2021-10-18,22,0
christianity,2021-10-25,30,0
christianity,2021-11-01,26,0
christianity,2021-11-08,25,0
christianity,2021-11-15,23,0
christianity,2021-11-22,32,0
christianity,2021-11-29,27,0
christianity,2021-12-06,24,0
christianity,2021-12-13,33,0
christianity,2021-12-20,30,0
christianity,2021-12-27,24,0
christianity,2022-01-03,31,0
christianity,2022-01-10,23,0
christianity,2022-01-17,30,0
christianity,2022-01-24,33,0
christianity,2022-01-31,62,0
christianity,2022-02-07,42,0
christianity,2022-02-14,29,0
christianity,2022-02-21,31,0
christianity,2022-02-28,32,0
christianity,2022-03-07,26,0
christianity,2022-03-14,23,0
christianity,2022-03-21,27,0
christianity,2022-03-28,40,0
christianity,2022-04-04,30,0
christianity,2022-04-11,35,0
christianity,2022-04-18,40,0
christianity,2022-04-25,33,0
christianity,2022-05-02,45,0
christianity,2022-05-09,37,0
christianity,2022-05-16,29,0
christianity,2022-05-23,25,0
christianity,2022-05-30,43,0
christianity,2022-06-06,36,0
christianity,2022-06-13,27,0
christianity,2022-06-20,18,0
christianity,2022-06-27,24,0
christianity,2022-07-04,17,0
christianity,2022-07-11,19,0
christianity,2022-07-18,23,0
christianity,2022-07-25,16,0
christianity,2022-08-01,24,0
christianity,2022-08-08,22,0
christianity,2022-08-15,12,0
christianity,2022-08-22,20,0
christianity,2022-08-29,27,0
christianity,2022-09-05,28,0
christianity,2022-09-12,18,0
christianity,2022-09-19,20,0
christianity,2022-09-26,31,0
christianity,2022-10-03,24,0
christianity,2022-10-10,21,0
christianity,2022-10-17,22,0
christianity,2022-10-24,20,0
christianity,2022-10-31,22,0
christianity,2022-11-07,21,0
christianity,2022-11-14,13,0
christianity,2022-11-21,30,0
christianity,2022-11-28,12,0
christianity,2022-12-05,29,1
christianity,2022-12-12,20,1
christianity,2022-12-19,22,1
christianity,2022-12-26,19,1
christianity,2023-01-02,21,1
christianity,2023-01-09,21,1
christianity,2023-01-16,16,1
christianity,2023-01-23,19,1
christianity,2023-01-30,22,1
christianity,2023-02-06,16,1
christianity,2023-02-13,29,1
christianity,2023-02-20,17,1
christianity,2023-02-27,20,1
christianity,2023-03-06,13,1
christianity,2023-03-13,15,1
christianity,2023-03-20,14,1
christianity,2023-03-27,17,1
christianity,2023-04-03,15,1
christianity,2023-04-10,16,1
christianity,2023-04-17,27,1
christianity,2023-04-24,18,1
christianity,2023-05-01,13,1
christianity,2023-05-08,18,1
christianity,2023-05-15,20,1
christianity,2023-05-22,14,1
christianity,2023-05-29,19,1
christianity,2023-06-05,22,1
christianity,2023-06-12,22,1
christianity,2023-06-19,17,1
christianity,2023-06-26,19,1
christianity,2023-07-03,19,1
christianity,2023-07-10,32,1
christianity,2023-07-17,26,1
christianity,2023-07-24,27,1
christianity,2023-07-31,20,1
christianity,2023-08-07,22,1
christianity,2023-08-14,36,1
christianity,2023-08-21,23,1
christianity,2023-08-28,15,1
christianity,2023-09-04,16,1
christianity,2023-09-11,24,1
christianity,2023-09-18,14,1
christianity,2023-09-25,22,1
christianity,2023-10-02,22,1
christianity,2023-10-09,21,1
christianity,2023-10-16,28,1
christianity,2023-10-23,18,1
christianity,2023-10-30,11,1
christianity,2023-11-06,22,1
christianity,2023-11-13,19,1
christianity,2023-11-20,23,1
christianity,2023-11-27,20,1
christianity,2023-12-04,25,1
christianity,2023-12-11,28,1
christianity,2023-12-18,21,1
christianity,2023-12-25,35,1
christianity,2024-01-01,30,1
christianity,2024-01-08,39,1
christianity,2024-01-15,33,1
christianity,2024-01-22,20,1
christianity,2024-01-29,25,1
christianity,2024-02-05,20,1
christianity,2024-02-12,21,1
christianity,2024-02-19,13,1
christianity,2024-02-26,14,1
christianity,2024-03-04,21,1
christianity,2024-03-11,27,1
christianity,2024-03-18,31,1
christianity,2024-03-25,30,1
christianity,2024-04-01,32,1
codegolf,2021-01-11,2,0
codegolf,2021-01-18,8,0
codegolf,2021-01-25,9,0
codegolf,2021-02-01,11,0
codegolf,2021-02-08,16,0
codegolf,2021-02-15,10,0
codegolf,2021-02-22,23,0
codegolf,2021-03-01,19,0
codegolf,2021-03-08,17,0
codegolf,2021-03-15,12,0
codegolf,2021-03-22,14,0
codegolf,2021-03-29,27,0
codegolf,2021-04-05,22,0
codegolf,2021-04-12,18,0
codegolf,2021-04-19,26,0
codegolf,2021-04-26,33,0
codegolf,2021-05-03,23,0
codegolf,2021-05-10,7,0
codegolf,2021-05-17,19,0
codegolf,2021-05-24,17,0
codegolf,2021-05-31,14,0
codegolf,2021-06-07,27,0
codegolf,2021-06-14,21,0
codegolf,2021-06-21,29,0
codegolf,2021-06-28,17,0
codegolf,2021-07-05,30,0
codegolf,2021-07-12,13,0
codegolf,2021-07-19,14,0
codegolf,2021-07-26,15,0
codegolf,2021-08-02,14,0
codegolf,2021-08-09,10,0
codegolf,2021-08-16,9,0
codegolf,2021-08-23,11,0
codegolf,2021-08-30,7,0
codegolf,2021-09-06,13,0
codegolf,2021-09-13,9,0
codegolf,2021-09-20,16,0
codegolf,2021-09-27,10,0
codegolf,2021-10-04,9,0
codegolf,2021-10-11,7,0
codegolf,2021-10-18,11,0
codegolf,2021-10-25,11,0
codegolf,2021-11-01,9,0
codegolf,2021-11-08,15,0
codegolf,2021-11-15,14,0
codegolf,2021-11-22,8,0
codegolf,2021-11-29,10,0
codegolf,2021-12-06,20,0
codegolf,2021-12-13,15,0
codegolf,2021-12-20,26,0
codegolf,2021-12-27,23,0
codegolf,2022-01-03,16,0
codegolf,2022-01-10,18,0
codegolf,2022-01-17,23,0
codegolf,2022-01-24,39,0
codegolf,2022-01-31,26,0
codegolf,2022-02-07,17,0
codegolf,2022-02-14,24,0
codegolf,2022-02-21,21,0
codegolf,2022-02-28,20,0
codegolf,2022-03-07,18,0
codegolf,2022-03-14,22,0
codegolf,2022-03-21,9,0
codegolf,2022-03-28,19,0
codegolf,2022-04-04,13,0
codegolf,2022-04-11,8,0
codegolf,2022-04-18,9,0
codegolf,2022-04-25,10,0
codegolf,2022-05-02,9,0
codegolf,2022-05-09,14,0
codegolf,2022-05-16,19,0
codegolf,2022-05-23,15,0
codegolf,2022-05-30,14,0
codegolf,2022-06-06,17,0
codegolf,2022-06-13,11,0
codegolf,2022-06-20,16,0
codegolf,2022-06-27,15,0
codegolf,2022-07-04,23,0
codegolf,2022-07-11,10,0
codegolf,2022-07-18,7,0
codegolf,2022-07-25,9,0
codegolf,2022-08-01,14,0
codegolf,2022-08-08,11,0
codegolf,2022-08-15,14,0
codegolf,2022-08-22,3,0
codegolf,2022-08-29,7,0
codegolf,2022-09-05,19,0
codegolf,2022-09-12,6,0
codegolf,2022-09-19,11,0
codegolf,2022-09-26,7,0
codegolf,2022-10-03,10,0
codegolf,2022-10-10,15,0
codegolf,2022-10-17,10,0
codegolf,2022-10-24,17,0
codegolf,2022-10-31,7,0
codegolf,2022-11-07,7,0
codegolf,2022-11-14,8,0
codegolf,2022-11-21,11,0
codegolf,2022-11-28,7,0
codegolf,2022-12-05,12,1
codegolf,2022-12-12,13,1
codegolf,2022-12-19,16,1
codegolf,2022-12-26,19,1
codegolf,2023-01-02,7,1
codegolf,2023-01-09,9,1
codegolf,2023-01-16,6,1
codegolf,2023-01-23,12,1
codegolf,2023-01-30,3,1
codegolf,2023-02-06,13,1
codegolf,2023-02-13,13,1
codegolf,2023-02-20,16,1
codegolf,2023-02-27,22,1
codegolf,2023-03-06,19,1
codegolf,2023-03-13,13,1
codegolf,2023-03-20,7,1
codegolf,2023-03-27,12,1
codegolf,2023-04-03,6,1
codegolf,2023-04-10,7,1
codegolf,2023-04-17,9,1
codegolf,2023-04-24,7,1
codegolf,2023-05-01,6,1
codegolf,2023-05-08,5,1
codegolf,2023-05-15,8,1
codegolf,2023-05-22,8,1
codegolf,2023-05-29,6,1
codegolf,2023-06-05,6,1
codegolf,2023-06-12,4,1
codegolf,2023-06-19,5,1
codegolf,2023-06-26,8,1
codegolf,2023-07-03,3,1
codegolf,2023-07-10,6,1
codegolf,2023-07-17,11,1
codegolf,2023-07-24,14,1
codegolf,2023-07-31,12,1
codegolf,2023-08-07,15,1
codegolf,2023-08-14,13,1
codegolf,2023-08-21,11,1
codegolf,2023-08-28,15,1
codegolf,2023-09-04,10,1
codegolf,2023-09-11,10,1
codegolf,2023-09-18,14,1
codegolf,2023-09-25,5,1
codegolf,2023-10-02,13,1
codegolf,2023-10-09,14,1
codegolf,2023-10-16,4,1
codegolf,2023-10-23,8,1
codegolf,2023-10-30,13,1
codegolf,2023-11-06,10,1
codegolf,2023-11-13,10,1
codegolf,2023-11-20,8,1
codegolf,2023-11-27,11,1
codegolf,2023-12-04,7,1
codegolf,2023-12-11,18,1
codegolf,2023-12-18,14,1
codegolf,2023-12-25,8,1
codegolf,2024-01-01,10,1
codegolf,2024-01-08,11,1
codegolf,2024-01-15,16,1
codegolf,2024-01-22,11,1
codegolf,2024-01-29,5,1
codegolf,2024-02-05,16,1
codegolf,2024-02-12,11,1
codegolf,2024-02-19,6,1
codegolf,2024-02-26,7,1
codegolf,2024-03-04,7,1
codegolf,2024-03-11,9,1
codegolf,2024-03-18,12,1
codegolf,2024-03-25,3,1
codegolf,2024-04-01,4,1
codereview,2021-01-11,27,0
codereview,2021-01-18,108,0
codereview,2021-01-25,85,0
codereview,2021-02-01,72,0
codereview,2021-02-08,88,0
codereview,2021-02-15,81,0
codereview,2021-02-22,91,0
codereview,2021-03-01,73,0
codereview,2021-03-08,100,0
codereview,2021-03-15,92,0
codereview,2021-03-22,102,0
codereview,2021-03-29,93,0
codereview,2021-04-05,82,0
codereview,2021-04-12,100,0
codereview,2021-04-19,90,0
codereview,2021-04-26,88,0
codereview,2021-05-03,82,0
codereview,2021-05-10,81,0
codereview,2021-05-17,91,0
codereview,2021-05-24,91,0
codereview,2021-05-31,107,0
codereview,2021-06-07,93,0
codereview,2021-06-14,86,0
codereview,2021-06-21,75,0
codereview,2021-06-28,103,0
codereview,2021-07-05,74,0
codereview,2021-07-12,63,0
codereview,2021-07-19,65,0
codereview,2021-07-26,77,0
codereview,2021-08-02,63,0
codereview,2021-08-09,77,0
codereview,2021-08-16,63,0
codereview,2021-08-23,85,0
codereview,2021-08-30,51,0
codereview,2021-09-06,66,0
codereview,2021-09-13,64,0
codereview,2021-09-20,63,0
codereview,2021-09-27,72,0
codereview,2021-10-04,68,0
codereview,2021-10-11,62,0
codereview,2021-10-18,68,0
codereview,2021-10-25,64,0
codereview,2021-11-01,78,0
codereview,2021-11-08,76,0
codereview,2021-11-15,57,0
codereview,2021-11-22,61,0
codereview,2021-11-29,52,0
codereview,2021-12-06,78,0
codereview,2021-12-13,74,0
codereview,2021-12-20,64,0
codereview,2021-12-27,65,0
codereview,2022-01-03,66,0
codereview,2022-01-10,72,0
codereview,2022-01-17,71,0
codereview,2022-01-24,76,0
codereview,2022-01-31,81,0
codereview,2022-02-07,86,0
codereview,2022-02-14,70,0
codereview,2022-02-21,68,0
codereview,2022-02-28,52,0
codereview,2022-03-07,67,0
codereview,2022-03-14,56,0
codereview,2022-03-21,69,0
codereview,2022-03-28,52,0
codereview,2022-04-04,64,0
codereview,2022-04-11,54,0
codereview,2022-04-18,39,0
codereview,2022-04-25,62,0
codereview,2022-05-02,64,0
codereview,2022-05-09,49,0
codereview,2022-05-16,61,0
codereview,2022-05-23,55,0
codereview,2022-05-30,63,0
codereview,2022-06-06,46,0
codereview,2022-06-13,57,0
codereview,2022-06-20,49,0
codereview,2022-06-27,57,0
codereview,2022-07-04,68,0
codereview,2022-07-11,32,0
codereview,2022-07-18,54,0
codereview,2022-07-25,54,0
codereview,2022-08-01,63,0
codereview,2022-08-08,50,0
codereview,2022-08-15,45,0
codereview,2022-08-22,53,0
codereview,2022-08-29,64,0
codereview,2022-09-05,63,0
codereview,2022-09-12,51,0
codereview,2022-09-19,49,0
codereview,2022-09-26,53,0
codereview,2022-10-03,55,0
codereview,2022-10-10,49,0
codereview,2022-10-17,49,0
codereview,2022-10-24,56,0
codereview,2022-10-31,48,0
codereview,2022-11-07,52,0
codereview,2022-11-14,53,0
codereview,2022-11-21,57,0
codereview,2022-11-28,40,0
codereview,2022-12-05,43,1
codereview,2022-12-12,55,1
codereview,2022-12-19,47,1
codereview,2022-12-26,37,1
codereview,2023-01-02,43,1
codereview,2023-01-09,55,1
codereview,2023-01-16,42,1
codereview,2023-01-23,47,1
codereview,2023-01-30,38,1
codereview,2023-02-06,40,1
codereview,2023-02-13,53,1
codereview,2023-02-20,48,1
codereview,2023-02-27,54,1
codereview,2023-03-06,47,1
codereview,2023-03-13,58,1
codereview,2023-03-20,38,1
codereview,2023-03-27,31,1
codereview,2023-04-03,28,1
codereview,2023-04-10,32,1
codereview,2023-04-17,39,1
codereview,2023-04-24,47,1
codereview,2023-05-01,29,1
codereview,2023-05-08,40,1
codereview,2023-05-15,45,1
codereview,2023-05-22,37,1
codereview,2023-05-29,37,1
codereview,2023-06-05,42,1
codereview,2023-06-12,45,1
codereview,2023-06-19,34,1
codereview,2023-06-26,48,1
codereview,2023-07-03,41,1
codereview,2023-07-10,38,1
codereview,2023-07-17,33,1
codereview,2023-07-24,36,1
codereview,2023-07-31,32,1
codereview,2023-08-07,20,1
codereview,2023-08-14,34,1
codereview,2023-08-21,39,1
codereview,2023-08-28,42,1
codereview,2023-09-04,36,1
codereview,2023-09-11,32,1
codereview,2023-09-18,47,1
codereview,2023-09-25,34,1
codereview,2023-10-02,32,1
codereview,2023-10-09,30,1
codereview,2023-10-16,23,1
codereview,2023-10-23,20,1
codereview,2023-10-30,49,1
codereview,2023-11-06,33,1
codereview,2023-11-13,32,1
codereview,2023-11-20,36,1
codereview,2023-11-27,30,1
codereview,2023-12-04,45,1
codereview,2023-12-11,44,1
codereview,2023-12-18,26,1
codereview,2023-12-25,33,1
codereview,2024-01-01,39,1
codereview,2024-01-08,43,1
codereview,2024-01-15,41,1
codereview,2024-01-22,39,1
codereview,2024-01-29,51,1
codereview,2024-02-05,44,1
codereview,2024-02-12,37,1
codereview,2024-02-19,49,1
codereview,2024-02-26,39,1
codereview,2024-03-04,45,1
codereview,2024-03-11,34,1
codereview,2024-03-18,38,1
codereview,2024-03-25,41,1
codereview,2024-04-01,40,1
computer-science,2021-01-11,30,0
computer-science,2021-01-18,102,0
computer-science,2021-01-25,90,0
computer-science,2021-02-01,92,0
computer-science,2021-02-08,83,0
computer-science,2021-02-15,100,0
computer-science,2021-02-22,84,0
computer-science,2021-03-01,92,0
computer-science,2021-03-08,101,0
computer-science,2021-03-15,130,0
computer-science,2021-03-22,113,0
computer-science,2021-03-29,104,0
computer-science,2021-04-05,114,0
computer-science,2021-04-12,103,0
computer-science,2021-04-19,112,0
computer-science,2021-04-26,144,0
computer-science,2021-05-03,108,0
computer-science,2021-05-10,102,0
computer-science,2021-05-17,110,0
computer-science,2021-05-24,88,0
computer-science,2021-05-31,77,0
computer-science,2021-06-07,79,0
computer-science,2021-06-14,96,0
computer-science,2021-06-21,103,0
computer-science,2021-06-28,70,0
computer-science,2021-07-05,83,0
computer-science,2021-07-12,69,0
computer-science,2021-07-19,74,0
computer-science,2021-07-26,82,0
computer-science,2021-08-02,67,0
computer-science,2021-08-09,56,0
computer-science,2021-08-16,57,0
computer-science,2021-08-23,67,0
computer-science,2021-08-30,68,0
computer-science,2021-09-06,59,0
computer-science,2021-09-13,61,0
computer-science,2021-09-20,66,0
computer-science,2021-09-27,72,0
computer-science,2021-10-04,79,0
computer-science,2021-10-11,68,0
computer-science,2021-10-18,92,0
computer-science,2021-10-25,74,0
computer-science,2021-11-01,79,0
computer-science,2021-11-08,81,0
computer-science,2021-11-15,82,0
computer-science,2021-11-22,86,0
computer-science,2021-11-29,75,0
computer-science,2021-12-06,76,0
computer-science,2021-12-13,85,0
computer-science,2021-12-20,68,0
computer-science,2021-12-27,57,0
computer-science,2022-01-03,48,0
computer-science,2022-01-10,57,0
computer-science,2022-01-17,71,0
computer-science,2022-01-24,76,0
computer-science,2022-01-31,78,0
computer-science,2022-02-07,74,0
computer-science,2022-02-14,59,0
computer-science,2022-02-21,56,0
computer-science,2022-02-28,54,0
computer-science,2022-03-07,72,0
computer-science,2022-03-14,72,0
computer-science,2022-03-21,62,0
computer-science,2022-03-28,66,0
computer-science,2022-04-04,56,0
computer-science,2022-04-11,89,0
computer-science,2022-04-18,76,0
computer-science,2022-04-25,64,0
computer-science,2022-05-02,71,0
computer-science,2022-05-09,72,0
computer-science,2022-05-16,79,0
computer-science,2022-05-23,55,0
computer-science,2022-05-30,53,0
computer-science,2022-06-06,50,0
computer-science,2022-06-13,76,0
computer-science,2022-06-20,63,0
computer-science,2022-06-27,51,0
computer-science,2022-07-04,38,0
computer-science,2022-07-11,49,0
computer-science,2022-07-18,66,0
computer-science,2022-07-25,34,0
computer-science,2022-08-01,45,0
computer-science,2022-08-08,39,0
computer-science,2022-08-15,42,0
computer-science,2022-08-22,42,0
computer-science,2022-08-29,41,0
computer-science,2022-09-05,40,0
computer-science,2022-09-12,35,0
computer-science,2022-09-19,47,0
computer-science,2022-09-26,42,0
computer-science,2022-10-03,42,0
computer-science,2022-10-10,48,0
computer-science,2022-10-17,38,0
computer-science,2022-10-24,58,0
computer-science,2022-10-31,52,0
computer-science,2022-11-07,57,0
computer-science,2022-11-14,61,0
computer-science,2022-11-21,58,0
computer-science,2022-11-28,58,0
computer-science,2022-12-05,58,1
computer-science,2022-12-12,65,1
computer-science,2022-12-19,44,1
computer-science,2022-12-26,38,1
computer-science,2023-01-02,34,1
computer-science,2023-01-09,52,1
computer-science,2023-01-16,55,1
computer-science,2023-01-23,55,1
computer-science,2023-01-30,60,1
computer-science,2023-02-06,55,1
computer-science,2023-02-13,55,1
computer-science,2023-02-20,50,1
computer-science,2023-02-27,47,1
computer-science,2023-03-06,36,1
computer-science,2023-03-13,52,1
computer-science,2023-03-20,48,1
computer-science,2023-03-27,42,1
computer-science,2023-04-03,45,1
computer-science,2023-04-10,55,1
computer-science,2023-04-17,41,1
computer-science,2023-04-24,47,1
computer-science,2023-05-01,52,1
computer-science,2023-05-08,57,1
computer-science,2023-05-15,60,1
computer-science,2023-05-22,42,1
computer-science,2023-05-29,45,1
computer-science,2023-06-05,49,1
computer-science,2023-06-12,59,1
computer-science,2023-06-19,53,1
computer-science,2023-06-26,41,1
computer-science,2023-07-03,45,1
computer-science,2023-07-10,41,1
computer-science,2023-07-17,41,1
computer-science,2023-07-24,31,1
computer-science,2023-07-31,44,1
computer-science,2023-08-07,46,1
computer-science,2023-08-14,51,1
computer-science,2023-08-21,37,1
computer-science,2023-08-28,26,1
computer-science,2023-09-04,37,1
computer-science,2023-09-11,42,1
computer-science,2023-09-18,49,1
computer-science,2023-09-25,42,1
computer-science,2023-10-02,38,1
computer-science,2023-10-09,34,1
computer-science,2023-10-16,44,1
computer-science,2023-10-23,41,1
computer-science,2023-10-30,48,1
computer-science,2023-11-06,45,1
computer-science,2023-11-13,59,1
computer-science,2023-11-20,53,1
computer-science,2023-11-27,52,1
computer-science,2023-12-04,50,1
computer-science,2023-12-11,58,1
computer-science,2023-12-18,58,1
computer-science,2023-12-25,31,1
computer-science,2024-01-01,37,1
computer-science,2024-01-08,59,1
computer-science,2024-01-15,50,1
computer-science,2024-01-22,45,1
computer-science,2024-01-29,45,1
computer-science,2024-02-05,48,1
computer-science,2024-02-12,59,1
computer-science,2024-02-19,64,1
computer-science,2024-02-26,47,1
computer-science,2024-03-04,44,1
computer-science,2024-03-11,48,1
computer-science,2024-03-18,48,1
computer-science,2024-03-25,48,1
computer-science,2024-04-01,39,1
dba,2021-01-11,35,0
dba,2021-01-18,159,0
dba,2021-01-25,138,0
dba,2021-02-01,161,0
dba,2021-02-08,173,0
dba,2021-02-15,151,0
dba,2021-02-22,144,0
dba,2021-03-01,133,0
dba,2021-03-08,154,0
dba,2021-03-15,140,0
dba,2021-03-22,153,0
dba,2021-03-29,137,0
dba,2021-04-05,143,0
dba,2021-04-12,131,0
dba,2021-04-19,127,0
dba,2021-04-26,154,0
dba,2021-05-03,143,0
dba,2021-05-10,137,0
dba,2021-05-17,134,0
dba,2021-05-24,151,0
dba,2021-05-31,117,0
dba,2021-06-07,109,0
dba,2021-06-14,113,0
dba,2021-06-21,115,0
dba,2021-06-28,120,0
dba,2021-07-05,112,0
dba,2021-07-12,107,0
dba,2021-07-19,86,0
dba,2021-07-26,108,0
dba,2021-08-02,102,0
dba,2021-08-09,106,0
dba,2021-08-16,114,0
dba,2021-08-23,104,0
dba,2021-08-30,106,0
dba,2021-09-06,120,0
dba,2021-09-13,133,0
dba,2021-09-20,120,0
dba,2021-09-27,115,0
dba,2021-10-04,149,0
dba,2021-10-11,142,0
dba,2021-10-18,111,0
dba,2021-10-25,122,0
dba,2021-11-01,113,0
dba,2021-11-08,123,0
dba,2021-11-15,116,0
dba,2021-11-22,107,0
dba,2021-11-29,100,0
dba,2021-12-06,122,0
dba,2021-12-13,115,0
dba,2021-12-20,115,0
dba,2021-12-27,71,0
dba,2022-01-03,57,0
dba,2022-01-10,114,0
dba,2022-01-17,107,0
dba,2022-01-24,128,0
dba,2022-01-31,117,0
dba,2022-02-07,110,0
dba,2022-02-14,126,0
dba,2022-02-21,117,0
dba,2022-02-28,107,0
dba,2022-03-07,113,0
dba,2022-03-14,112,0
dba,2022-03-21,92,0
dba,2022-03-28,89,0
dba,2022-04-04,104,0
dba,2022-04-11,100,0
dba,2022-04-18,102,0
dba,2022-04-25,79,0
dba,2022-05-02,87,0
dba,2022-05-09,111,0
dba,2022-05-16,97,0
dba,2022-05-23,99,0
dba,2022-05-30,90,0
dba,2022-06-06,98,0
dba,2022-06-13,96,0
dba,2022-06-20,98,0
dba,2022-06-27,77,0
dba,2022-07-04,91,0
dba,2022-07-11,78,0
dba,2022-07-18,102,0
dba,2022-07-25,94,0
dba,2022-08-01,108,0
dba,2022-08-08,102,0
dba,2022-08-15,91,0
dba,2022-08-22,103,0
dba,2022-08-29,98,0
dba,2022-09-05,104,0
dba,2022-09-12,132,0
dba,2022-09-19,114,0
dba,2022-09-26,107,0
dba,2022-10-03,137,0
dba,2022-10-10,104,0
dba,2022-10-17,108,0
dba,2022-10-24,130,0
dba,2022-10-31,148,0
dba,2022-11-07,105,0
dba,2022-11-14,119,0
dba,2022-11-21,131,0
dba,2022-11-28,98,0
dba,2022-12-05,102,1
dba,2022-12-12,119,1
dba,2022-12-19,120,1
dba,2022-12-26,107,1
dba,2023-01-02,75,1
dba,2023-01-09,111,1
dba,2023-01-16,89,1
dba,2023-01-23,117,1
dba,2023-01-30,135,1
dba,2023-02-06,127,1
dba,2023-02-13,122,1
dba,2023-02-20,134,1
